solution_id,Crop,basin_irrigated_area_m2,basin_model_cultivated_area_m2,basin_irrigated_fraction_of_model_cultivated,alluvial_capture,estimated_alluvial_irrigated_area_m2,alluvial_cdl_cultivated_area_m2,alluvial_expansion_eligible_area_m2,estimated_alluvial_irrigated_fraction_of_cdl_cultivated,estimated_alluvial_irrigated_fraction_of_expansion_eligible
6,Soybeans,55966300.0425792,8661637800,0.00646139925668321,0.8447582898771889,47277995.914722845,487256679.1111111,572359251.5555556,0.0970289334996306,0.08260195984642671
6,Sorghum,1734885.7884374412,8661637800,2.0029535158321227e-4,0.6350684931506849,1101771.3034515039,487256679.1111111,572359251.5555556,0.002261172295188308,0.0019249646100016982
6,Wheat,281812.5399819797,8661637800,3.253571050754162e-5,0.6265486725663716,176569.27283826692,487256679.1111111,572359251.5555556,3.6237424833329604e-4,3.08493786653029e-4
7,Corn,114031034.09607495,8661637800,0.01316506609131993,0.831524218313117,94819566.49017511,487256679.1111111,572359251.5555556,0.19459880296182255,0.1656644253281045
7,Soybeans,85241560.96824662,8661637800,0.009841275164870855,0.8447582898771889,72008515.26999815,487256679.1111111,572359251.5555556,0.14778353659792062,0.12580999621180877
7,Sorghum,1958151.0452125703,8661637800,2.260716841810876e-4,0.6350684931506849,1243560.0336445856,487256679.1111111,572359251.5555556,0.002552166213325547,0.0021726914176102567
7,Wheat,334326.79163649055,8661637800,3.859856523168061e-5,0.6265486725663716,209472.00750321706,487256679.1111111,572359251.5555556,4.299007411973317e-4,3.6597994517239814e-4
8,Corn,130060103.92017128,8661637800,0.015015647955190562,0.831524218313117,108148126.24594317,487256679.1111111,572359251.5555556,0.22195309142449277,0.18895147750651126
8,Soybeans,52479041.53225169,8661637800,0.006058789658954764,0.8447582898771889,44332105.37917891,487256679.1111111,572359251.5555556,0.0909830635057743,0.07745503415677008
8,Sorghum,1626785.1059629547,8661637800,1.8781495411444643e-4,0.6350684931506849,1033119.9659238709,487256679.1111111,572359251.5555556,0.0021202787159502116,0.0018050201217435758
8,Wheat,264252.80890057015,8661637800,3.050841134231798e-5,0.6265486725663716,165567.2466385873,487256679.1111111,572359251.5555556,3.397947195729098e-4,2.892715478759351e-4
